"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"MIF"	0	0.306183662738188	0.882	0.914	0	"basal"	"MIF"
"CDH13"	0	0.30590297514088	0.164	0.007	0	"basal"	"CDH13"
"ELK3"	0	0.305588782080764	0.24	0.127	0	"basal"	"ELK3"
"PLPP1"	0	0.304577770616232	0.196	0.068	0	"basal"	"PLPP1"
"EIF5B"	0	0.303765352437262	0.71	0.713	0	"basal"	"EIF5B"
"DAB2"	0	0.302854188941176	0.272	0.152	0	"basal"	"DAB2"
"ID4"	0	0.30209037292145	0.21	0.089	0	"basal"	"ID4"
"DSG3"	0	0.301707924322302	0.117	0.016	0	"basal"	"DSG3"
"RHEB"	0	0.301696889560216	0.746	0.746	0	"basal"	"RHEB"
"SPARC"	0	0.301144847955945	0.201	0.056	0	"basal"	"SPARC"
"NRG1"	0	0.298250787293661	0.142	0.013	0	"basal"	"NRG1"
"RRS1"	0	0.296722559071704	0.254	0.143	0	"basal"	"RRS1"
"TRMT1"	0	0.294278846289236	0.268	0.141	0	"basal"	"TRMT1"
"ERG"	0	0.294032610792567	0.146	0.003	0	"basal"	"ERG"
"FHL1"	0	0.292346624344396	0.168	0.018	0	"basal"	"FHL1"
"EIF2S2"	0	0.291439509508493	0.785	0.801	0	"basal"	"EIF2S2"
"PSMG1"	0	0.290356887431423	0.289	0.17	0	"basal"	"PSMG1"
"CCM2"	0	0.289577724312953	0.245	0.111	0	"basal"	"CCM2"
"SF3B6"	0	0.287969548231058	0.783	0.815	0	"basal"	"SF3B6"
"COL4A2"	0	0.285881999334705	0.161	0.025	0	"basal"	"COL4A2"
"NFASC"	0	0.285494727386288	0.134	0.01	0	"basal"	"NFASC"
"EIF3I"	0	0.284639703359752	0.744	0.768	0	"basal"	"EIF3I"
"SNRPD2"	0	0.284509439108129	0.826	0.88	0	"basal"	"SNRPD2"
"ITGA10"	0	0.282449064408227	0.159	0.043	0	"basal"	"ITGA10"
"NTF3"	0	0.281893400169407	0.12	0.003	0	"basal"	"NTF3"
"EGFR"	0	0.281167163413811	0.224	0.108	0	"basal"	"EGFR"
"SNRPG"	0	0.279254673917391	0.76	0.81	0	"basal"	"SNRPG"
"DDR2"	0	0.27803190056882	0.164	0.036	0	"basal"	"DDR2"
"MED30"	0	0.277352828795275	0.301	0.192	0	"basal"	"MED30"
"C8orf88"	0	0.274016152748533	0.157	0.003	0	"basal"	"C8orf88"
"NOTCH4"	0	0.273956829753095	0.148	0.012	0	"basal"	"NOTCH4"
"TPST1"	0	0.272891990479182	0.173	0.028	0	"basal"	"TPST1"
"RPS5"	0	0.272407614054481	0.993	0.99	0	"basal"	"RPS5"
"RPLP1"	0	0.271488247212313	1	0.999	0	"basal"	"RPLP1"
"IRX1"	0	0.270692631333451	0.159	0.04	0	"basal"	"IRX1"
"COX7A1"	0	0.270658694422019	0.255	0.129	0	"basal"	"COX7A1"
"JAM3"	0	0.269642232816534	0.153	0.003	0	"basal"	"JAM3"
"ETS1"	0	0.268723576926757	0.185	0.072	0	"basal"	"ETS1"
"IDH3A"	0	0.268452988813107	0.259	0.157	0	"basal"	"IDH3A"
"RBMS3"	0	0.262102712620905	0.124	0.009	0	"basal"	"RBMS3"
"PPIA"	0	0.262044106685118	0.913	0.939	0	"basal"	"PPIA"
"UBE2D3"	0	0.261260857083097	0.864	0.878	0	"basal"	"UBE2D3"
"ARHGAP25"	0	0.261235599545086	0.152	0.002	0	"basal"	"ARHGAP25"
"CSTA"	0	0.260706810493081	0.178	0.063	0	"basal"	"CSTA"
"DSC3"	0	0.259649198801986	0.138	0.023	0	"basal"	"DSC3"
"FST"	0	0.255090467288558	0.115	0.009	0	"basal"	"FST"
"SAA2"	0	0.254894029013243	0.488	0.35	0	"basal"	"SAA2"
"LINC01589"	0	0.25482704767873	0.137	0.006	0	"basal"	"LINC01589"
"EIF1"	0	0.253352106767319	0.994	0.989	0	"basal"	"EIF1"
"GPX2"	0	0.252949871478391	0.124	0.009	0	"basal"	"GPX2"
"GPR176"	0	0.252118764243158	0.137	0.004	0	"basal"	"GPR176"
"GPNMB"	0	0.251590910337203	0.118	0.027	0	"basal"	"GPNMB"
"BST2"	5.58352363789993e-308	0.286818614692984	0.387	0.266	1.87260215767888e-303	"basal"	"BST2"
"UTP4"	1.44365158784079e-307	0.257566707211277	0.218	0.118	4.84171869530043e-303	"basal"	"UTP4"
"PSMC1"	8.96680861029011e-303	0.326890012010197	0.568	0.541	3.0072882717191e-298	"basal"	"PSMC1"
"FKBP4"	1.15286956078797e-302	0.343589456506937	0.587	0.553	3.8664939329707e-298	"basal"	"FKBP4"
"NIFK"	8.59576713802836e-302	0.342941194842372	0.408	0.327	2.88284838275195e-297	"basal"	"NIFK"
"SRSF4"	1.12866895766504e-300	0.324038712902768	0.513	0.466	3.785329950217e-296	"basal"	"SRSF4"
"PGK1"	2.94739857533185e-300	0.291677743971568	0.659	0.645	9.88498534194795e-296	"basal"	"PGK1"
"THUMPD2"	1.182188640573e-297	0.25169226739857	0.187	0.094	3.96482426275372e-293	"basal"	"THUMPD2"
"PRDX6"	3.04844674590741e-296	0.279419298043974	0.674	0.686	1.02238806964243e-291	"basal"	"PRDX6"
"PELO"	2.60859310926658e-295	0.325790940094101	0.317	0.22	8.74869956985826e-291	"basal"	"PELO"
"ATP6V0B"	3.08615352091804e-295	0.275655255534231	0.711	0.718	1.03503416784549e-290	"basal"	"ATP6V0B"
"EVA1C"	3.2225366179042e-295	0.297566213388754	0.35	0.251	1.08077433091271e-290	"basal"	"EVA1C"
"TRA2B"	2.9933301910868e-294	0.297272329941156	0.562	0.505	1.00390307948669e-289	"basal"	"TRA2B"
"PGM1"	5.05651098851992e-292	0.256466771203261	0.283	0.184	1.69585265532981e-287	"basal"	"PGM1"
"PSMA2"	2.48955575912561e-291	0.2936554233768	0.667	0.689	8.34947210495548e-287	"basal"	"PSMA2"
"CCT6A"	4.06083307475663e-289	0.341552891770502	0.567	0.549	1.36192219661188e-284	"basal"	"CCT6A"
"PSMC4"	5.55188639935352e-288	0.334589210950205	0.494	0.437	1.86199166061518e-283	"basal"	"PSMC4"
"POLR2H"	1.78689831227018e-287	0.301256617857075	0.537	0.498	5.99289955969172e-283	"basal"	"POLR2H"
"KXD1"	1.45802452388183e-286	0.316328878288355	0.434	0.371	4.88992264819487e-282	"basal"	"KXD1"
"PSMC3"	2.16224972785385e-286	0.308881317151562	0.55	0.517	7.25175313727624e-282	"basal"	"PSMC3"
"GRWD1"	5.71169607399086e-285	0.250745917407719	0.23	0.133	1.91558862929505e-280	"basal"	"GRWD1"
"POLE3"	2.11559428996527e-284	0.267741322942659	0.311	0.213	7.09528012968554e-280	"basal"	"POLE3"
"NOP56"	1.46574986449336e-281	0.343515577769297	0.396	0.312	4.91583189553783e-277	"basal"	"NOP56"
"RPL22L1"	2.48446855548723e-280	0.312981819667124	0.705	0.676	8.33241064139309e-276	"basal"	"RPL22L1"
"HNRNPA3"	1.06004746875885e-277	0.286477902498818	0.728	0.744	3.55518720072343e-273	"basal"	"HNRNPA3"
"CCT4"	2.96020422616212e-277	0.297647283463049	0.637	0.646	9.92793293370253e-273	"basal"	"CCT4"
"IGFBP3"	2.99976393964856e-277	0.815796415416278	0.181	0.091	1.00606083007933e-272	"basal"	"IGFBP3"
"PSMA3"	7.27273929861412e-275	0.299870468558932	0.614	0.596	2.4391313059692e-270	"basal"	"PSMA3"
"HSPA5"	6.64995690688418e-274	0.527950959755229	0.681	0.658	2.23026254743082e-269	"basal"	"HSPA5"
"RWDD1"	3.59826562895736e-273	0.278670358125333	0.652	0.671	1.20678632663972e-268	"basal"	"RWDD1"
"HDDC2"	4.42529310497668e-273	0.301235937110159	0.482	0.435	1.48415480154708e-268	"basal"	"HDDC2"
"PLP2"	1.28883132413055e-272	0.313747667284494	0.576	0.545	4.32248249486903e-268	"basal"	"PLP2"
"HOTAIRM1"	4.07711481408556e-272	0.346844926879605	0.335	0.237	1.36738276634801e-267	"basal"	"HOTAIRM1"
"NAA10"	7.33823606872648e-271	0.311027644538032	0.518	0.491	2.46109761272949e-266	"basal"	"NAA10"
"DNTTIP2"	1.10076404367198e-270	0.338586320527846	0.41	0.335	3.69174244966709e-266	"basal"	"DNTTIP2"
"LAMB3"	1.32886595317539e-269	0.342397764945735	0.406	0.308	4.45675063375963e-265	"basal"	"LAMB3"
"SRPRB"	7.59860690728787e-268	0.310548982356893	0.322	0.233	2.54842078456621e-263	"basal"	"SRPRB"
"VCP"	5.59645029808668e-267	0.326894179421167	0.564	0.526	1.87693750097231e-262	"basal"	"VCP"
"MAF1"	1.18147122388322e-266	0.295039806455826	0.52	0.488	3.96241819065953e-262	"basal"	"MAF1"
"SMTN"	1.19141809211488e-262	0.358654980008782	0.338	0.247	3.99577799733488e-258	"basal"	"SMTN"
"ICAM1"	4.14916259390183e-260	0.281061377051033	0.347	0.246	1.3915461507428e-255	"basal"	"ICAM1"
"MED10"	1.44821112674538e-257	0.285490778456712	0.437	0.371	4.85701047687864e-253	"basal"	"MED10"
"TIMM50"	1.18248896193208e-256	0.271410838273196	0.321	0.235	3.96583148052781e-252	"basal"	"TIMM50"
"CCDC124"	3.92724346032283e-256	0.280900306580567	0.554	0.526	1.31711891172307e-251	"basal"	"CCDC124"
"PFKP"	2.77359697349128e-254	0.308793175046265	0.345	0.257	9.30208952969504e-250	"basal"	"PFKP"
"MSN"	4.4771855374664e-254	0.28542475873508	0.48	0.41	1.50155848555548e-249	"basal"	"MSN"
"CCND3"	1.09783765806281e-253	0.335812670852682	0.44	0.379	3.68192793761107e-249	"basal"	"CCND3"
"RPL7L1"	1.22035579654045e-250	0.306780229083802	0.459	0.407	4.09282927043736e-246	"basal"	"RPL7L1"
"C1QBP"	3.68902993565191e-250	0.328891199825294	0.617	0.634	1.23722685981894e-245	"basal"	"C1QBP"
"IGFBP2"	1.44220822083037e-248	0.368311418913438	0.213	0.118	4.83687793102089e-244	"basal"	"IGFBP2"
"LYRM4"	2.10393460385121e-247	0.298307904439529	0.401	0.335	7.05617587439619e-243	"basal"	"LYRM4"
"PSMD14"	1.60954323150899e-245	0.321436373790467	0.452	0.394	5.39808608983485e-241	"basal"	"PSMD14"
"AC005921.2"	2.91265351361638e-245	0.250279587858221	0.197	0.111	9.76845735396663e-241	"basal"	"AC005921.2"
"MAP1B"	6.66493921093362e-244	0.313010961406736	0.387	0.282	2.23528731256292e-239	"basal"	"MAP1B"
"MTDH"	7.26600157759979e-244	0.309816699577151	0.647	0.668	2.43687160909542e-239	"basal"	"MTDH"
"HNRNPAB"	3.99109210309005e-243	0.341549198692149	0.445	0.389	1.33853246953434e-238	"basal"	"HNRNPAB"
"GRPEL1"	3.23125181979137e-241	0.314941102718031	0.423	0.359	1.08369723532163e-236	"basal"	"GRPEL1"
"LINC00665"	2.61249304370377e-239	0.251080098404828	0.281	0.194	8.76177916997369e-235	"basal"	"LINC00665"
"NXT1"	1.80549189170455e-238	0.306314202647114	0.362	0.283	6.05525870639873e-234	"basal"	"NXT1"
"PCNP"	3.12775376592037e-237	0.260534794114071	0.651	0.671	1.04898605801437e-232	"basal"	"PCNP"
"TOMM40"	4.16239681538716e-237	0.321304767819192	0.312	0.23	1.39598464394455e-232	"basal"	"TOMM40"
"PPP1R18"	7.7558800192135e-237	0.257514548544482	0.218	0.132	2.60116704084382e-232	"basal"	"PPP1R18"
"PYURF"	2.54280464961566e-236	0.270577929037751	0.599	0.602	8.52805823388101e-232	"basal"	"PYURF"
"PHGDH"	3.80200145900153e-236	0.303765508792349	0.331	0.244	1.27511524931993e-231	"basal"	"PHGDH"
"MRPL36"	3.38401973873808e-235	0.278358547528742	0.468	0.427	1.13493253997798e-230	"basal"	"MRPL36"
"MRPL52"	3.48755731454924e-235	0.277222218860441	0.586	0.601	1.16965697215353e-230	"basal"	"MRPL52"
"EPAS1"	3.64997126092582e-232	0.257715120656271	0.266	0.173	1.2241273614893e-227	"basal"	"EPAS1"
"TXNRD1"	9.19243472218648e-229	0.313836464605046	0.5	0.409	3.0829587571269e-224	"basal"	"TXNRD1"
"ETF1"	9.20095229373355e-228	0.337783935294395	0.476	0.44	3.08581538027236e-223	"basal"	"ETF1"
"UBE2N"	4.44131954558549e-227	0.287249988753605	0.54	0.521	1.48952974919846e-222	"basal"	"UBE2N"
"TPD52L2"	6.88823225086885e-227	0.290627354551909	0.372	0.305	2.31017533229639e-222	"basal"	"TPD52L2"
"NDUFAF4"	2.70867649127568e-222	0.256400264346665	0.302	0.219	9.08435921644038e-218	"basal"	"NDUFAF4"
"NOLC1"	1.44127843080312e-221	0.308769208494698	0.337	0.258	4.83375960122751e-217	"basal"	"NOLC1"
"CEBPD"	1.58964773116332e-221	0.585466435479668	0.708	0.695	5.33136056077553e-217	"basal"	"CEBPD"
"GAR1"	8.8501420525592e-220	0.268521291653807	0.329	0.252	2.9681606415873e-215	"basal"	"GAR1"
"YDJC"	1.22724035460851e-218	0.253987433340635	0.306	0.225	4.11591870128601e-214	"basal"	"YDJC"
"CCT8"	2.14057569082123e-218	0.278463457825303	0.608	0.62	7.17906275187623e-214	"basal"	"CCT8"
"TLN1"	3.19532543766754e-218	0.307804570409172	0.349	0.278	1.07164824528494e-213	"basal"	"TLN1"
"LUC7L3"	3.72436270008767e-217	0.312091493779358	0.552	0.532	1.2490767623554e-212	"basal"	"LUC7L3"
"STOML2"	9.99823711806368e-212	0.27637417628328	0.561	0.573	3.3532087646562e-207	"basal"	"STOML2"
"SLC7A11"	5.95333892634125e-210	0.283348801102671	0.253	0.167	1.99663080911633e-205	"basal"	"SLC7A11"
"NAA20"	2.25547875400677e-209	0.276165690480269	0.595	0.596	7.56442464518791e-205	"basal"	"NAA20"
"TLE4"	2.51267598827385e-209	0.279696090653478	0.222	0.14	8.42701272947283e-205	"basal"	"TLE4"
"ZMAT3"	3.51910135650736e-209	0.254923860876723	0.214	0.134	1.18023621294544e-204	"basal"	"ZMAT3"
"PNRC2"	4.25848665720953e-209	0.328735671280561	0.496	0.462	1.42821125509493e-204	"basal"	"PNRC2"
"PSMB7"	8.24515898329231e-207	0.263934899078358	0.667	0.703	2.76526141981657e-202	"basal"	"PSMB7"
"PUM3"	9.6569229799824e-207	0.289701075278127	0.318	0.239	3.2387388290265e-202	"basal"	"PUM3"
"MED28"	2.91597672493102e-206	0.277384033994761	0.476	0.446	9.77960274007365e-202	"basal"	"MED28"
"HNRNPR"	1.29157007977279e-204	0.280480837537239	0.557	0.552	4.33166773354198e-200	"basal"	"HNRNPR"
"SBDS"	1.34341589598409e-204	0.286190609140665	0.679	0.692	4.50554823195145e-200	"basal"	"SBDS"
"SRSF1"	2.36076178738863e-202	0.292706802921199	0.442	0.4	7.917522882544e-198	"basal"	"SRSF1"
"IFNGR1"	5.22247971295989e-201	0.305071710538457	0.442	0.393	1.75151524613249e-196	"basal"	"IFNGR1"
"ANXA5"	1.61092691947056e-199	0.310434719896883	0.711	0.726	5.40272670252035e-195	"basal"	"ANXA5"
"MRPS18C"	2.3928785432945e-199	0.259904902485635	0.47	0.434	8.0252360585011e-195	"basal"	"MRPS18C"
"FRMD6"	2.60767629646113e-199	0.258471229474123	0.224	0.139	8.74562476307133e-195	"basal"	"FRMD6"
"MARS"	7.27357499946235e-198	0.283585445299512	0.311	0.238	2.43941158331968e-193	"basal"	"MARS"
"TOMM22"	2.31774664639759e-195	0.262141060849923	0.514	0.508	7.77325870268824e-191	"basal"	"TOMM22"
"PTP4A1"	3.11133925334356e-195	0.278276333561498	0.559	0.523	1.04348095878636e-190	"basal"	"PTP4A1"
"DEK"	4.47836534216791e-195	0.252568890156123	0.61	0.624	1.50195416845627e-190	"basal"	"DEK"
"SURF4"	5.00385864986278e-195	0.293012601810241	0.399	0.348	1.67819411399098e-190	"basal"	"SURF4"
"IP6K2"	3.27658713133967e-194	0.301177755215598	0.455	0.417	1.0989017921087e-189	"basal"	"IP6K2"
"FAM207A"	4.10594935421967e-194	0.265340855465981	0.413	0.366	1.37705329441819e-189	"basal"	"FAM207A"
"PITHD1"	4.66868747942987e-192	0.267389896865254	0.354	0.287	1.56578440685119e-187	"basal"	"PITHD1"
"BRIX1"	6.38598290578736e-189	0.272622329609318	0.335	0.263	2.14173094694296e-184	"basal"	"BRIX1"
"GAN"	3.61555423728824e-188	0.319913351941103	0.211	0.136	1.21258458010173e-183	"basal"	"GAN"
"XRCC6"	5.95509699526797e-186	0.256611549776278	0.589	0.598	1.99722043027297e-181	"basal"	"XRCC6"
"NOC2L"	7.79686255709235e-186	0.275042614311835	0.33	0.263	2.61491176439763e-181	"basal"	"NOC2L"
"PYCR1"	7.77906651853004e-185	0.252022178309915	0.338	0.271	2.6089433289846e-180	"basal"	"PYCR1"
"BIRC2"	1.04851774443792e-184	0.307099647262199	0.354	0.291	3.5165188112959e-180	"basal"	"BIRC2"
"TXNL4A"	3.33684788562914e-183	0.270862265341566	0.486	0.471	1.1191120438823e-178	"basal"	"TXNL4A"
"UTP11"	1.29792891752011e-181	0.257511343932049	0.326	0.261	4.35299400357896e-177	"basal"	"UTP11"
"NDUFS6"	1.50493717321583e-181	0.250578503466034	0.629	0.687	5.04725829153124e-177	"basal"	"NDUFS6"
"CBX6"	7.1647643092254e-181	0.293739491986517	0.38	0.316	2.40291865402801e-176	"basal"	"CBX6"
"HNRNPH3"	9.7909074834937e-181	0.292454882803536	0.525	0.515	3.28367455181412e-176	"basal"	"HNRNPH3"
"RBM17"	5.4300192322434e-180	0.266952320707902	0.453	0.424	1.82111985010979e-175	"basal"	"RBM17"
"SSSCA1"	2.65146900402414e-179	0.263762571531329	0.394	0.344	8.89249674569616e-175	"basal"	"SSSCA1"
"HIST1H4C"	2.72715779764025e-179	0.28761937984811	0.355	0.287	9.14634182172587e-175	"basal"	"HIST1H4C"
"TGIF1"	1.01452426330814e-178	0.268682818363482	0.556	0.534	3.40251147428285e-174	"basal"	"TGIF1"
"IRX2"	2.3882766167578e-178	0.250474145168345	0.259	0.18	8.00980211728231e-174	"basal"	"IRX2"
"TANK"	1.10307778751025e-177	0.267334441006895	0.446	0.406	3.69950228375187e-173	"basal"	"TANK"
"ABCE1"	3.62865853088106e-177	0.255118491160387	0.305	0.235	1.21697949808689e-172	"basal"	"ABCE1"
"GTPBP4"	2.45542555479117e-176	0.268427190342833	0.317	0.25	8.23500622565863e-172	"basal"	"GTPBP4"
"SRSF10"	1.44408769993709e-175	0.276207132871522	0.502	0.482	4.84318132804901e-171	"basal"	"SRSF10"
"RCN1"	6.8300944559478e-174	0.270921995921845	0.493	0.474	2.29067707863577e-169	"basal"	"RCN1"
"MT-ND6"	2.58568278346433e-173	0.345485818644514	0.36	0.298	8.67186291918267e-169	"basal"	"MT-ND6"
"MANF"	1.13098170005066e-171	0.278723376806993	0.529	0.504	3.79308642562992e-167	"basal"	"MANF"
"CBX1"	6.32588492636184e-171	0.301614078227444	0.389	0.341	2.12157528660323e-166	"basal"	"CBX1"
"SARS"	2.59410844789663e-169	0.290779847860283	0.57	0.579	8.70012091255572e-165	"basal"	"SARS"
"SNHG12"	8.98716720291846e-168	0.360918342275944	0.312	0.245	3.01411613651479e-163	"basal"	"SNHG12"
"MRPL4"	2.52661289274844e-167	0.260782329598744	0.408	0.37	8.47375431969972e-163	"basal"	"MRPL4"
"DEGS1"	1.09217761585344e-165	0.261967810781671	0.344	0.282	3.66294528804926e-161	"basal"	"DEGS1"
"CD55"	2.33760297926051e-165	0.31740006387596	0.46	0.423	7.83985287184391e-161	"basal"	"CD55"
"FERMT2"	1.68254814227756e-163	0.300534073576463	0.24	0.171	5.64292995957048e-159	"basal"	"FERMT2"
"CXCL1"	1.91530480145487e-161	0.661230102238732	0.508	0.447	6.42354924311934e-157	"basal"	"CXCL1"
"SPOP"	7.38117924721357e-160	0.284593374634823	0.26	0.192	2.47549989593049e-155	"basal"	"SPOP"
"HERPUD1"	1.44577547769718e-159	0.32778541496333	0.617	0.625	4.84884179710082e-155	"basal"	"HERPUD1"
"LRRC59"	5.76788187615345e-159	0.262688841576771	0.52	0.509	1.93443222362435e-154	"basal"	"LRRC59"
"RNF126"	3.77186500396849e-158	0.256835713505748	0.405	0.368	1.26500808503095e-153	"basal"	"RNF126"
"CCNB1IP1"	8.29858372493016e-158	0.279186615099099	0.362	0.316	2.78317900966708e-153	"basal"	"CCNB1IP1"
"SEC11C"	3.78171667516197e-157	0.252612131365914	0.46	0.433	1.26831213851582e-152	"basal"	"SEC11C"
"LIMA1"	1.35428721969885e-154	0.317121270851281	0.431	0.383	4.542008477426e-150	"basal"	"LIMA1"
"ESF1"	2.13829245035245e-154	0.255140698401033	0.315	0.249	7.17140521999205e-150	"basal"	"ESF1"
"SNHG7"	1.80176263376926e-152	0.296321858235165	0.558	0.553	6.04275152113533e-148	"basal"	"SNHG7"
"AK6"	3.3263011642697e-152	0.2534972289935	0.412	0.374	1.11557488447277e-147	"basal"	"AK6"
"PCSK7"	7.74486607904868e-152	0.331577213849052	0.282	0.222	2.59747318559135e-147	"basal"	"PCSK7"
"BAG3"	3.05633105849342e-151	0.288313435384727	0.313	0.245	1.02503231039752e-146	"basal"	"BAG3"
"ANKRD11"	1.05885380594575e-143	0.299624596984916	0.393	0.354	3.55118389438087e-139	"basal"	"ANKRD11"
"GPM6B"	2.6111266243598e-139	0.287358141165693	0.217	0.151	8.75719647277791e-135	"basal"	"GPM6B"
"AHSA1"	2.16333844099734e-137	0.258727759238065	0.448	0.427	7.25540446341688e-133	"basal"	"AHSA1"
"EIF2S1"	2.95342927914399e-137	0.256733899096673	0.392	0.356	9.90521111639313e-133	"basal"	"EIF2S1"
"IRS2"	3.17573761184625e-133	0.308223123769101	0.288	0.231	1.06507888026099e-128	"basal"	"IRS2"
"GLRX3"	6.72942098769204e-132	0.251475523305082	0.464	0.454	2.25691321085216e-127	"basal"	"GLRX3"
"CREB5"	1.53334553913907e-129	0.263617551273903	0.156	0.098	5.14253426916462e-125	"basal"	"CREB5"
"PRPF38B"	1.15164382815366e-128	0.251810632522873	0.475	0.466	3.86238307086175e-124	"basal"	"PRPF38B"
"ADAM17"	8.35296033431667e-120	0.274527443053855	0.303	0.255	2.80141583692312e-115	"basal"	"ADAM17"
"CXCL8"	1.96522406831682e-117	0.601319134690605	0.555	0.519	6.59096848032094e-113	"basal"	"CXCL8"
"WDR43"	3.75020433895542e-115	0.274159052730161	0.303	0.253	1.25774353119887e-110	"basal"	"WDR43"
"MAST4"	1.57611673457854e-114	0.26775091134618	0.307	0.255	5.2859803044295e-110	"basal"	"MAST4"
"MYO1B"	6.08788948402079e-113	0.270876700941516	0.329	0.283	2.04175637515089e-108	"basal"	"MYO1B"
"CCDC85B"	7.98261872400684e-113	0.335393418625379	0.307	0.263	2.67721066765741e-108	"basal"	"CCDC85B"
"PDIA6"	8.12083265239848e-113	0.262051408983059	0.6	0.634	2.7235648549614e-108	"basal"	"PDIA6"
"MBNL1"	8.33668517784409e-105	0.254846360787126	0.242	0.193	2.79595747494535e-100	"basal"	"MBNL1"
"ID3"	1.47558819749785e-100	0.269688450729185	0.262	0.203	4.94882769676829e-96	"basal"	"ID3"
"CRIM1"	2.34363905524673e-96	0.287066943726259	0.257	0.211	7.86009666348649e-92	"basal"	"CRIM1"
"G3BP1"	2.31717715062507e-95	0.253754710314303	0.394	0.376	7.77134872776637e-91	"basal"	"G3BP1"
"AMD1"	4.06262777132207e-87	0.261918208790598	0.424	0.411	1.362524101946e-82	"basal"	"AMD1"
"MMP3"	5.41154050943613e-73	0.457129526323248	0.15	0.11	1.81492245605469e-68	"basal"	"MMP3"
"TNFAIP3"	5.88168827089806e-73	0.324248889757365	0.256	0.215	1.97260061229379e-68	"basal"	"TNFAIP3"
"SINHCAF"	4.5722788810957e-50	0.251932992890143	0.437	0.459	1.53345089114188e-45	"basal"	"SINHCAF"
"TSC22D3"	3.46336843990988e-41	0.281341857483808	0.344	0.333	1.16154450737698e-36	"basal"	"TSC22D3"
"TAF1D"	1.18755093161623e-30	0.304213705227767	0.502	0.546	3.9828083144545e-26	"basal"	"TAF1D"
"ZFP36"	8.8770040455735e-24	0.338995225404761	0.634	0.672	2.97716961680444e-19	"basal"	"ZFP36"
"CTGF"	0.00539844202460418	0.296924385525501	0.118	0.116	1	"basal"	"CTGF"
"PI3"	0	2.93027253038791	0.599	0.14	0	"luminal1"	"PI3"
"FDCSP"	0	2.71735734667287	0.339	0.143	0	"luminal1"	"FDCSP"
"SLPI"	0	2.63855947899244	0.907	0.208	0	"luminal1"	"SLPI"
"S100A9"	0	2.58542772058585	0.634	0.11	0	"luminal1"	"S100A9"
"LTF"	0	2.38597941364402	0.82	0.131	0	"luminal1"	"LTF"
"WFDC2"	0	2.32674914169278	0.91	0.691	0	"luminal1"	"WFDC2"
"S100A8"	0	2.13378110813966	0.359	0.061	0	"luminal1"	"S100A8"
"KRT15"	0	2.11670475386763	0.674	0.148	0	"luminal1"	"KRT15"
"RARRES1"	0	1.9110658528351	0.652	0.181	0	"luminal1"	"RARRES1"
"MMP7"	0	1.89945202594077	0.631	0.052	0	"luminal1"	"MMP7"
"PTN"	0	1.69222883773148	0.337	0.094	0	"luminal1"	"PTN"
"LCN2"	0	1.68372664811914	0.635	0.073	0	"luminal1"	"LCN2"
"PIGR"	0	1.45426260603383	0.63	0.023	0	"luminal1"	"PIGR"
"CCL20"	0	1.40326625705584	0.181	0.043	0	"luminal1"	"CCL20"
"ALDH1A3"	0	1.3679565255839	0.728	0.114	0	"luminal1"	"ALDH1A3"
"NDRG2"	0	1.25170944491302	0.764	0.135	0	"luminal1"	"NDRG2"
"SLC25A37"	0	1.23708132568703	0.847	0.345	0	"luminal1"	"SLC25A37"
"AKR1C3"	0	1.23219337635271	0.477	0.136	0	"luminal1"	"AKR1C3"
"CCL28"	0	1.17905911733092	0.608	0.042	0	"luminal1"	"CCL28"
"RGS2"	0	1.17037516903629	0.348	0.051	0	"luminal1"	"RGS2"
"PDZK1IP1"	0	1.12951646167769	0.709	0.208	0	"luminal1"	"PDZK1IP1"
"HMGA1"	0	1.10103121872396	0.805	0.471	0	"luminal1"	"HMGA1"
"CD74"	0	1.09756778272069	0.691	0.324	0	"luminal1"	"CD74"
"MGP"	0	1.09686018336209	0.966	0.646	0	"luminal1"	"MGP"
"SFRP1"	0	1.08909635152241	0.759	0.259	0	"luminal1"	"SFRP1"
"ANXA1"	0	1.04592284815994	0.917	0.546	0	"luminal1"	"ANXA1"
"SNORC"	0	1.03355622564515	0.478	0.017	0	"luminal1"	"SNORC"
"DEFB1"	0	1.02757360332817	0.59	0.152	0	"luminal1"	"DEFB1"
"CITED4"	0	0.996301869939066	0.385	0.122	0	"luminal1"	"CITED4"
"GABRP"	0	0.974375929543796	0.558	0.012	0	"luminal1"	"GABRP"
"CHI3L1"	0	0.952533097501999	0.469	0.146	0	"luminal1"	"CHI3L1"
"G0S2"	0	0.951932037118187	0.243	0.09	0	"luminal1"	"G0S2"
"SAA21"	0	0.945755511082807	0.669	0.319	0	"luminal1"	"SAA2"
"TNFAIP2"	0	0.945309595884982	0.5	0.149	0	"luminal1"	"TNFAIP2"
"KRT23"	0	0.94492547380515	0.688	0.22	0	"luminal1"	"KRT23"
"SERPINB4"	0	0.944808359828187	0.16	0.009	0	"luminal1"	"SERPINB4"
"KRT81"	0	0.931866259232495	0.201	0.066	0	"luminal1"	"KRT81"
"SCGB2A2"	0	0.906361794240068	0.453	0.164	0	"luminal1"	"SCGB2A2"
"RCAN1"	0	0.901254016312227	0.593	0.197	0	"luminal1"	"RCAN1"
"FBLN5"	0	0.893414471671463	0.323	0.04	0	"luminal1"	"FBLN5"
"CSTB"	0	0.875288033339935	0.907	0.689	0	"luminal1"	"CSTB"
